6120	.71987246666666666666	.11316853333333333333
6184	.75293993333333333333	.17102420000000000000
6248	.64460933333333333333	.18271820000000000000
6312	.70010826666666666666	.19912853333333333333
6376	.78036500000000000000	.13654906666666666666
6440	.75379400000000000000	.15554473333333333333
6504	.66825000000000000000	.19403326666666666666
6568	.74751533333333333333	.20417653333333333333
6632	.88674726666666666666	.16992500000000000000
6696	.73989613333333333333	.15547260000000000000
6760	.78258840000000000000	.20183253333333333333
6824	.90748093333333333333	.21109266666666666666
6888	.87216906666666666666	.16136846666666666666
6952	.90389513333333333333	.18603986666666666666
7016	.86705266666666666666	.24145953333333333333
7080	1.04631233333333333333	.24944446666666666666
7144	1.01144173333333333333	.17087120000000000000
