512	 2.367817	 1.017993	 2.32596589563975390793
640	 4.546778	 1.801129	 2.52440441523066920803
768	 7.719647	 2.908350	 2.65430467447177953134
896	 11.267526	 3.954083	 2.84959268685052893426
1024	 18.857643	 7.243084	 2.60353780240571557640
1152	 25.422621	 9.508733	 2.67360761943783677594
1280	 37.794468	 13.917815	 2.71554608248493028539
1408	 51.944255	 18.434740	 2.81773732637400907200
1536	 73.658774	 26.408188	 2.78923998874894407749
1664	 97.014398	 35.417798	 2.73914256329543694387
1792	 125.557756	 45.249994	 2.77475740659766717317
1920	 154.121792	 56.213419	 2.74172599250723390441
2048	 354.777460	 123.977255	 2.86163345042604790693
2176	 224.864207	 88.223968	 2.54878818191446569258
2304	 267.289729	 104.003398	 2.57000957795628946661
