4560	126413506		028156601		106896132		028156602
4624	129893717		028953412		109823595		028953413
4688	133637488		029759211		113010815		029759211
4752	137307190		030576919		116112347		030576920
4816	140998042		031406556		119227912		031406556
4880	144672233		032247784		122318542		032247784
4944	148621775		033097887		125680934		033097888
5008	152490400		033959935		128950576		033959935
5072	156378673		034833978		132232779		034833978
