768	 458019561		   1281380		  61093012		    465177
784	 547664534		    265284		  62320526		    415590
800	 547973462		    354645		  66237093		    330132
816	 617646799		    295539		  70304077		    481008
832	 596776493		    569292		  74957588		    390849
848	 693338273		    320766		  78886573		    519605
864	 690328800		    431467		  83433422		    395590
880	 774972448		    347228		  88151040		    567583
896	 734137389		   1123813		  94552507		    556563
