4560	028690268		004488242		008214380		004488242
4624	029527735		004613038		008472875		004613038
4688	030376806		004739394		008734875		004739394
4752	031162329		004867676		008925272		004867676
4816	031958163		004997823		009117960		004997823
4880	033030717		005167546		009583813		005167546
4944	033928317		005301280		009862167		005301280
5008	034758397		005436893		010064807		005436893
5072	035659116		005574200		010330122		005574200
