512	 1.75818680000000000000	 .49300460000000000000	 3.56638306165741381559
576	 2.38333730000000000000	 .60835530000000000000	 3.92812189733721436612
640	 3.25375550000000000000	 .81180210000000000000	 4.00815857422364198836
704	 4.38207480000000000000	 1.09466110000000000000	 4.00395892644505450902
768	 6.43775040000000000000	 1.88559190000000000000	 3.41326951682468878380
832	 8.07660500000000000000	 1.98600900000000000000	 4.10090868010532422459
896	 10.56807010000000000000	 2.69173590000000000000	 3.96561713977675165146
960	 12.13372980000000000000	 3.02951670000000000000	 4.01016230843828487092
1024	 14.15018970000000000000	 4.18806320000000000000	 3.38945515595847478976
1088	 17.24132060000000000000	 4.56872810000000000000	 3.79193807379896920025
1152	 22.09582700000000000000	 5.49280170000000000000	 4.02122427190930911614
1216	 23.09864340000000000000	 6.28801010000000000000	 3.70450023621448563324
1280	 28.79335470000000000000	 8.79008660000000000000	 3.27903838335938286823
1344	 33.32917400000000000000	 8.80733980000000000000	 3.78947880637389196210
1408	 40.57551590000000000000	 12.47082860000000000000	 3.25538043051588859608
1472	 43.74205150000000000000	 11.88485710000000000000	 3.68068094448021548483
1536	 52.22496860000000000000	 15.91622240000000000000	 3.27914506039167168034
1600	 56.08680310000000000000	 15.42100300000000000000	 3.63933272069810134439
1664	 65.46844330000000000000	 20.13759840000000000000	 3.25148151787699598768
1728	 70.47334580000000000000	 19.58337900000000000000	 3.60085474623891652911
1792	 82.10778980000000000000	 25.57584440000000000000	 3.21207266294688841384
1856	 88.27253700000000000000	 23.65504280000000000000	 3.73121111990029042432
