768	 457116898		    148800		  57443482		    222511
784	 546706398		    154710		  61127719		    231599
800	 547418264		    161148		  64907355		    241103
816	 616590434		    167506		  68883169		    250937
832	 596187186		    174128		  72960947		    260799
848	 692191464		    180846		  77267875		    270927
864	 689666230		    187812		  81679371		    281071
880	 773732875		    194674		  86307189		    291823
896	 732143062		    201968		  91031906		    302399
